request_number,attempt_number,request_id,strategy,timestamp,server_port,success,latency_ms,request_complete,request_success
15,1,a4JwMTp7chHsHxTbEVrGtJCO,v4,1768909780.64127,4007,True,1.0651249904185534,True,True
16,1,oBOPm8I84rYkKcnK3hrbFtPs,v4,1768909780.742379,4004,True,1.123208086937666,True,True
17,1,6Hz7cBF0vkATLK87DZoGpkFY,v4,1768909780.8434181,4004,True,1.1081250850111246,True,True
18,1,p6ETURCCoPuHljPPKDkeSSjZ,v4,1768909780.9444249,4003,False,1.213334035128355,False,False
18,2,p6ETURCCoPuHljPPKDkeSSjZ,v4,1768909780.945761,4004,False,1.0871250415220857,False,False
18,3,p6ETURCCoPuHljPPKDkeSSjZ,v4,1768909780.9469252,4000,True,1.1957499664276838,True,True
19,1,2pMvg1YgS1oVheBpPOQED0WC,v4,1768909781.045542,4004,False,1.0300830472260714,False,False
19,2,2pMvg1YgS1oVheBpPOQED0WC,v4,1768909781.046685,4005,False,1.1790420394390821,False,False
19,3,2pMvg1YgS1oVheBpPOQED0WC,v4,1768909781.047942,4006,True,0.953083042986691,True,True
20,1,KiNXDalwKvlwBYsVFLhLlreP,v4,1768909781.146677,4004,True,1.4168749330565333,True,True
21,1,oSXcGwkLPlvbBQ5cdaoPHAnj,v4,1768909781.247963,4006,True,1.2925839982926846,True,True
22,1,6CJUTqyVXDvn2vtdC6b7pxwO,v4,1768909781.349044,4006,True,1.224125036969781,True,True
23,1,f7xe860lvvoGVyj54qAEqewY,v4,1768909781.44978,4006,True,1.4165410539135337,True,True
24,1,meYx5LZga2mDLQ6w2PjKJxnQ,v4,1768909781.550881,4004,False,1.1333749862387776,False,False
24,2,meYx5LZga2mDLQ6w2PjKJxnQ,v4,1768909781.552129,4002,False,0.8611249504610896,False,False
24,3,meYx5LZga2mDLQ6w2PjKJxnQ,v4,1768909781.553043,4006,True,0.8645000634714961,True,True
25,1,2UGhMa3Wq4h5G8GIsqkrOU0r,v4,1768909781.651902,4006,True,1.1430000886321068,True,True
26,1,57mw8kflCugVr1llUdiwzTCu,v4,1768909781.752906,4006,True,1.0529999854043126,True,True
27,1,iaWw87rTCNDtDbwYUM7UuCim,v4,1768909781.854051,4006,True,1.1977499816566706,True,True
28,1,zjPNVBViGPXc6rZLNud1ZSCx,v4,1768909781.95454,4006,True,1.0666659800335765,True,True
29,1,ng1ulLnvmLLmoZUbwPA8GlXa,v4,1768909782.05563,4006,True,1.1631669476628304,True,True
30,1,0iLJcG3wsYo241GvoNiP2xCb,v4,1768909782.1564958,4006,True,1.0060829808935523,True,True
31,1,4R1zWsVAt1oLw5cae266zZa2,v4,1768909782.258624,4006,True,1.0631249751895666,True,True
32,1,cyeOltK2gVmsY3koBiMZL4yg,v4,1768909782.358609,4006,True,1.0761249577626586,True,True
33,1,nprF1EdfwNxzKcRDjrCe4kUG,v4,1768909782.459708,4006,False,1.1785419192165136,False,False
33,2,nprF1EdfwNxzKcRDjrCe4kUG,v4,1768909782.461013,4004,False,0.9916670387610793,False,False
33,3,nprF1EdfwNxzKcRDjrCe4kUG,v4,1768909782.462077,4005,False,0.8707089582458138,False,False
33,4,nprF1EdfwNxzKcRDjrCe4kUG,v4,1768909782.462996,4006,True,0.8009170414879918,True,True
34,1,6QsnXPM1jvrtDXZeR2uMKdfh,v4,1768909782.560816,4007,True,1.1731249978765845,True,True
35,1,ZSu3m4EFpY953INGwcX7bja9,v4,1768909782.661786,4006,True,1.1081249685958028,True,True
36,1,yNGAZZn5Ctgh0siPmFVRhBMT,v4,1768909782.7628229,4006,True,1.0624160058796406,True,True
37,1,4qTzaNrnjFlMenAvSy8ZYBNz,v4,1768909782.863963,4003,True,1.118500018492341,True,True
38,1,W0qp8MXvHYEq0vSfrcWGH2ve,v4,1768909782.965153,4007,False,1.6364160692319274,False,False
38,2,W0qp8MXvHYEq0vSfrcWGH2ve,v4,1768909782.96692,4006,True,0.9609160479158163,True,True
39,1,gSBwiS7kQ1NvB3RTgwffbxlD,v4,1768909783.066135,4006,True,1.196791068650782,True,True
40,1,WY9rjKTKhzTDOAmr5difPgW0,v4,1768909783.167073,4006,True,1.020750030875206,True,True
41,1,4tVLlykJCDa63Si2BTwCX1w3,v4,1768909783.2681339,4006,True,1.026415964588523,True,True
42,1,cnA8VBggAYvKYKbTLNyAS5Vc,v4,1768909783.3692071,4006,True,1.3645000290125608,True,True
43,1,Y0NUaQkwexjzNvMzxT4YV9xF,v4,1768909783.4702249,4001,True,1.1048750020563602,True,True
44,1,1hgxhJ8mg8cVEB6Uqx1DA0Cq,v4,1768909783.571319,4006,True,1.1462499387562275,True,True
45,1,dWdQmAVzssBcCJaXEGJVFoH5,v4,1768909783.672352,4006,True,1.0624999413266778,True,True
46,1,BpT4SzqTERnjSwS9DlJWGUM9,v4,1768909783.773383,4006,False,1.085125026293099,False,False
46,2,BpT4SzqTERnjSwS9DlJWGUM9,v4,1768909783.774587,4000,True,0.9468330536037683,True,True
47,1,m88xSRBESGxuCoudqcH6BZ6b,v4,1768909783.8743858,4006,False,0.9844159940257668,False,False
47,2,m88xSRBESGxuCoudqcH6BZ6b,v4,1768909783.875508,4002,False,0.8555829990655184,False,False
47,3,m88xSRBESGxuCoudqcH6BZ6b,v4,1768909783.876414,4001,True,0.816499930806458,True,True
48,1,CNq68LHsD7tHc4VpSb1M3jKX,v4,1768909783.9755678,4006,True,1.1088750325143337,True,True
49,1,BossylRTkpzA1j7WyrFPtHMS,v4,1768909784.0765388,4000,True,1.1310410918667912,True,True
50,1,EVCLVoGwJDfSiZpEpWDmmJbs,v4,1768909784.177509,4006,True,1.0292920051142573,True,True
51,1,ky9HDd9j2aEgqowZkXHqiN36,v4,1768909784.278603,4000,False,1.077040913514793,False,False
51,2,ky9HDd9j2aEgqowZkXHqiN36,v4,1768909784.279805,4001,False,0.9356250520795584,False,False
51,3,ky9HDd9j2aEgqowZkXHqiN36,v4,1768909784.2807949,4008,False,0.928084016777575,False,False
51,4,ky9HDd9j2aEgqowZkXHqiN36,v4,1768909784.2817862,4006,True,0.8010420715436339,True,True
52,1,NlA7r4dcRxF7GDQwjx0pva7D,v4,1768909784.37961,4006,True,1.0764580219984055,True,True
53,1,WmmxUA8fhOtAxKs39xWi3wx8,v4,1768909784.4806132,4006,True,1.0232089553028345,True,True
54,1,CjWCCEcDH8JnCRoBRadfXGXu,v4,1768909784.58093,4006,True,1.5997079899534583,True,True
55,1,dNNHRF4A7xjYj0Reqi38OUYF,v4,1768909784.681947,4006,True,1.1025830172002316,True,True
56,1,7aY849tKvqVg83qI18cU0kfu,v4,1768909784.782909,4006,True,1.017457921989262,True,True
57,1,5TeOfKf7gx8XTn0rsIFssKVa,v4,1768909784.883996,4006,True,1.0193339549005032,True,True
58,1,WdKIHHR3d0XgcnMdrcguEFox,v4,1768909784.985022,4006,True,1.1038749944418669,True,True
59,1,92CWHLnDKO8Ut6aXTAYieSWF,v4,1768909785.086123,4006,False,1.0660419939085841,False,False
59,2,92CWHLnDKO8Ut6aXTAYieSWF,v4,1768909785.087328,4004,True,1.0407499503344297,True,True
60,1,frVbBB7basBDM9fsCv7OYsQ8,v4,1768909785.187189,4006,False,1.0634999489411712,False,False
60,2,frVbBB7basBDM9fsCv7OYsQ8,v4,1768909785.1883771,4004,True,0.8814579341560602,True,True
61,1,YFnqSuCOdzuuyubNiOe0Yb0r,v4,1768909785.2881842,4006,True,1.084833056665957,True,True
62,1,5A6sFoW5KM0i8GqSkiD5rbpq,v4,1768909785.38912,4006,True,1.401167013682425,True,True
63,1,bk1YYzfK37zKb386rVc3nZgz,v4,1768909785.490624,4006,True,1.0629169410094619,True,True
64,1,0jCqJ5crr5JPEXWlB0GpA8sp,v4,1768909785.5916202,4006,False,1.0992910247296095,False,False
64,2,0jCqJ5crr5JPEXWlB0GpA8sp,v4,1768909785.5928361,4001,True,0.8808749262243509,True,True
65,1,Dbz0hv6TP6kpD0H0HShQSz1D,v4,1768909785.693085,4006,False,1.0899589397013187,False,False
65,2,Dbz0hv6TP6kpD0H0HShQSz1D,v4,1768909785.694301,4009,True,1.765709021128714,True,True
66,1,shtHgSfwUc5W8lpS6AHVwj2K,v4,1768909785.794134,4000,True,1.0744170285761356,True,True
67,1,k4HhM57O33SinzR6KRPTYG1B,v4,1768909785.895157,4006,True,1.050041988492012,True,True
68,1,ZVNdKgXC6pme3OjHJmYPLEqa,v4,1768909785.9962082,4006,True,1.0297090047970414,True,True
69,1,Hvle8ROHVVqNCwVSdmJEoyJb,v4,1768909786.097337,4009,False,1.1900829849764705,False,False
69,2,Hvle8ROHVVqNCwVSdmJEoyJb,v4,1768909786.098656,4006,True,0.9274170733988285,True,True
70,1,PbrDJii6Totiu0rxtmXKvDJE,v4,1768909786.198354,4006,True,1.1124579468742013,True,True
71,1,oKvw9h2FNzWhyWjvF63NfpKm,v4,1768909786.299407,4006,True,1.0692079085856676,True,True
72,1,NFp61HfeWlyfEE1CEQaHfUaB,v4,1768909786.4003258,4004,False,1.3150830054655671,False,False
72,2,NFp61HfeWlyfEE1CEQaHfUaB,v4,1768909786.4017951,4006,True,1.0492079891264439,True,True
73,1,UJoFF7W1vCMViXZnRCItXrRM,v4,1768909786.5013912,4006,True,1.0830000974237919,True,True
74,1,bAxncZj7yr4faLZW8Iru8e3L,v4,1768909786.6019049,4006,True,1.075749984011054,True,True
75,1,RHC2kumVtM8j7KqhBVt4mizG,v4,1768909786.7029052,4006,True,1.115957973524928,True,True
76,1,SvvqPBO6v3pvP62GFfiVXLWM,v4,1768909786.8039439,4006,True,1.0459579061716795,True,True
77,1,fanROpjSQv4TISTQOb2LwmSt,v4,1768909786.904726,4001,True,1.1980000417679548,True,True
78,1,KgVncFim5jLZFgEJcnQeayy2,v4,1768909787.005729,4006,True,1.1332909343764186,True,True
79,1,kRBPK3P7I2THfG6fb7YxlhsL,v4,1768909787.1067579,4006,True,1.1359170312061906,True,True
80,1,stDAlXj1mRo2tLBQM52fRRqy,v4,1768909787.207768,4006,True,1.0472499998286366,True,True
81,1,JDvPMOLnJD9nvSZ5nVYmycbD,v4,1768909787.308173,4006,True,1.0800830787047744,True,True
82,1,ghvnnuTeE2M1nzEz6JtwOyBi,v4,1768909787.409172,4006,True,1.0689579648897052,True,True
83,1,vxqYOGUnX5t7BvYiZ1mkG1zK,v4,1768909787.510153,4006,True,1.4868329744786024,True,True
84,1,tWx12vuD7FKdIMr8wje6EeAa,v4,1768909787.612017,4006,True,1.4332500286400318,True,True
85,1,lLeOHYbpB6vAY0i070PKXKSf,v4,1768909787.712157,4001,True,1.13950006198138,True,True
86,1,XdWozpvoTUcd3LEFKNUy1R4A,v4,1768909787.813163,4006,True,1.0197500232607126,True,True
87,1,O9bV4OTngDaCW7CyJTI75oNW,v4,1768909787.914152,4006,True,1.0614159982651472,True,True
88,1,uvh3C2ATkMJuODreDQgsnGcc,v4,1768909788.01534,4006,True,1.0596250649541616,True,True
89,1,YZP0iUEfgKbQPt8QkoU3RwZW,v4,1768909788.1163409,4006,True,0.9614169830456376,True,True
90,1,holVUlCpBLiL20NUTH9yt9wz,v4,1768909788.2173738,4006,True,0.9926250204443932,True,True
91,1,wugvyXV6eRXxrtTsjbBBPmaf,v4,1768909788.318801,4006,True,1.0227090679109097,True,True
92,1,6ddFx0gClqz6NIWXZZcabiyZ,v4,1768909788.419843,4001,True,1.0017090244218707,True,True
93,1,IgYUVbWreBvagThGKFuT4qel,v4,1768909788.521059,4006,True,1.1495830258354545,True,True
94,1,79Ew6ikeeEBjvktGR0QiOrH2,v4,1768909788.622005,4006,True,1.2648339616134763,True,True
95,1,cBGYZu9rYZJ0tcY70KCvq1Pk,v4,1768909788.7232242,4006,True,1.0323330061510205,True,True
96,1,jUfcbq3xeMaQS2Y9hOmFcX2n,v4,1768909788.824172,4006,True,1.0067920666188002,True,True
97,1,z2xjTdnJKD38reN7T86rVuFe,v4,1768909788.9252229,4006,True,1.0337919229641557,True,True
98,1,BpsA4jxZjqm6Y6Aq5MxIsyYk,v4,1768909789.0262039,4006,True,0.968958018347621,True,True
99,1,iUnbjlP7RmsQQRFfHlrir0pd,v4,1768909789.127237,4007,True,1.9812500104308128,True,True
100,1,sgBpzn8jzzmEfN1gL0QhfbhU,v4,1768909789.228275,4007,True,0.9837079560384154,True,True
